i;x;y;z
802;-0.998917;-0.350207;0.335452
803;-0.999171;-0.354291;0.332161
804;-0.999391;-0.358368;0.328867
805;-0.999577;-0.362438;0.325568
806;-0.999729;-0.366501;0.322266
807;-0.999848;-0.370557;0.318959
808;-0.999932;-0.374607;0.315649
809;-0.999983;-0.378649;0.312335
810;-1.000000;-0.382683;0.309017
811;-0.999983;-0.386711;0.305695
812;-0.999932;-0.390731;0.302370
813;-0.999848;-0.394744;0.299041
814;-0.999729;-0.398749;0.295708
815;-0.999577;-0.402747;0.292372
816;-0.999391;-0.406737;0.289032
817;-0.999171;-0.410719;0.285688
818;-0.998917;-0.414693;0.282341
819;-0.998630;-0.418660;0.278991
820;-0.998308;-0.422618;0.275637
821;-0.997953;-0.426569;0.272280
822;-0.997564;-0.430511;0.268920
823;-0.997141;-0.434445;0.265556
824;-0.996685;-0.438371;0.262189
825;-0.996195;-0.442289;0.258819
826;-0.995671;-0.446198;0.255446
827;-0.995113;-0.450098;0.252069
828;-0.994522;-0.453990;0.248690
829;-0.993897;-0.457874;0.245307
830;-0.993238;-0.461749;0.241922
831;-0.992546;-0.465615;0.238533
832;-0.991820;-0.469472;0.235142
833;-0.991061;-0.473320;0.231748
834;-0.990268;-0.477159;0.228351
835;-0.989442;-0.480989;0.224951
836;-0.988582;-0.484810;0.221548
837;-0.987688;-0.488621;0.218143
838;-0.986762;-0.492424;0.214735
839;-0.985801;-0.496217;0.211325
840;-0.984808;-0.500000;0.207912
841;-0.983781;-0.503774;0.204496
842;-0.982721;-0.507538;0.201078
843;-0.981627;-0.511293;0.197657
844;-0.980500;-0.515038;0.194234
845;-0.979341;-0.518773;0.190809
846;-0.978148;-0.522499;0.187381
847;-0.976921;-0.526214;0.183951
848;-0.975662;-0.529919;0.180519
849;-0.974370;-0.533615;0.177085
850;-0.973045;-0.537300;0.173648
851;-0.971687;-0.540974;0.170209
852;-0.970296;-0.544639;0.166769
853;-0.968872;-0.548293;0.163326
854;-0.967415;-0.551937;0.159881
855;-0.965926;-0.555570;0.156434
856;-0.964404;-0.559193;0.152986
857;-0.962849;-0.562805;0.149535
858;-0.961262;-0.566406;0.146083
859;-0.959642;-0.569997;0.142629
860;-0.957990;-0.573576;0.139173
861;-0.956305;-0.577145;0.135716
862;-0.954588;-0.580703;0.132256
863;-0.952838;-0.584250;0.128796
864;-0.951057;-0.587785;0.125333
865;-0.949243;-0.591310;0.121869
866;-0.947397;-0.594823;0.118404
867;-0.945519;-0.598325;0.114937
868;-0.943609;-0.601815;0.111469
869;-0.941666;-0.605294;0.107999
870;-0.939693;-0.608761;0.104528
871;-0.937687;-0.612217;0.101056
872;-0.935650;-0.615661;0.097583
873;-0.933580;-0.619094;0.094108
874;-0.931480;-0.622515;0.090633
875;-0.929348;-0.625923;0.087156
876;-0.927184;-0.629320;0.083678
877;-0.924989;-0.632705;0.080199
878;-0.922762;-0.636078;0.076719
879;-0.920505;-0.639439;0.073238
880;-0.918216;-0.642788;0.069756
881;-0.915896;-0.646124;0.066274
882;-0.913545;-0.649448;0.062791
883;-0.911164;-0.652760;0.059306
884;-0.908751;-0.656059;0.055822
885;-0.906308;-0.659346;0.052336
886;-0.903834;-0.662620;0.048850
887;-0.901329;-0.665882;0.045363
888;-0.898794;-0.669131;0.041876
889;-0.896229;-0.672367;0.038388
890;-0.893633;-0.675590;0.034899
891;-0.891007;-0.678801;0.031411
892;-0.888350;-0.681998;0.027922
893;-0.885664;-0.685183;0.024432
894;-0.882948;-0.688355;0.020942
895;-0.880201;-0.691513;0.017452
896;-0.877425;-0.694658;0.013962
897;-0.874620;-0.697790;0.010472
898;-0.871784;-0.700909;0.006981
899;-0.868920;-0.704015;0.003491
900;-0.866025;-0.707107;0.000000
901;-0.863102;-0.710185;-0.003491
902;-0.860149;-0.713250;-0.006981
903;-0.857167;-0.716302;-0.010472
904;-0.854156;-0.719340;-0.013962
905;-0.851117;-0.722364;-0.017452
906;-0.848048;-0.725374;-0.020942
907;-0.844951;-0.728371;-0.024432
908;-0.841825;-0.731354;-0.027922
909;-0.838671;-0.734323;-0.031411
910;-0.835488;-0.737277;-0.034899
911;-0.832277;-0.740218;-0.038388
912;-0.829038;-0.743145;-0.041876
913;-0.825770;-0.746057;-0.045363
914;-0.822475;-0.748956;-0.048850
915;-0.819152;-0.751840;-0.052336
916;-0.815801;-0.754710;-0.055822
917;-0.812423;-0.757565;-0.059306
918;-0.809017;-0.760406;-0.062791
919;-0.805584;-0.763232;-0.066274
920;-0.802123;-0.766044;-0.069756
921;-0.798636;-0.768842;-0.073238
922;-0.795121;-0.771625;-0.076719
923;-0.791579;-0.774393;-0.080199
924;-0.788011;-0.777146;-0.083678
925;-0.784416;-0.779884;-0.087156
926;-0.780794;-0.782608;-0.090633
927;-0.777146;-0.785317;-0.094108
928;-0.773472;-0.788011;-0.097583
929;-0.769771;-0.790690;-0.101056
930;-0.766044;-0.793353;-0.104528
931;-0.762292;-0.796002;-0.107999
932;-0.758514;-0.798636;-0.111469
933;-0.754710;-0.801254;-0.114937
934;-0.750880;-0.803857;-0.118404
935;-0.747025;-0.806445;-0.121869
936;-0.743145;-0.809017;-0.125333
937;-0.739239;-0.811574;-0.128796
938;-0.735309;-0.814116;-0.132256
939;-0.731354;-0.816642;-0.135716
940;-0.727374;-0.819152;-0.139173
941;-0.723369;-0.821647;-0.142629
942;-0.719340;-0.824126;-0.146083
943;-0.715286;-0.826590;-0.149535
944;-0.711209;-0.829038;-0.152986
945;-0.707107;-0.831470;-0.156434
946;-0.702981;-0.833886;-0.159881
947;-0.698832;-0.836286;-0.163326
948;-0.694658;-0.838671;-0.166769
949;-0.690462;-0.841039;-0.170209
950;-0.686242;-0.843391;-0.173648
951;-0.681998;-0.845728;-0.177085
952;-0.677732;-0.848048;-0.180519
953;-0.673443;-0.850352;-0.183951
954;-0.669131;-0.852640;-0.187381
955;-0.664796;-0.854912;-0.190809
956;-0.660439;-0.857167;-0.194234
957;-0.656059;-0.859406;-0.197657
958;-0.651657;-0.861629;-0.201078
959;-0.647233;-0.863836;-0.204496
960;-0.642788;-0.866025;-0.207912
961;-0.638320;-0.868199;-0.211325
962;-0.633831;-0.870356;-0.214735
963;-0.629320;-0.872496;-0.218143
964;-0.624789;-0.874620;-0.221548
965;-0.620235;-0.876727;-0.224951
966;-0.615661;-0.878817;-0.228351
967;-0.611067;-0.880891;-0.231748
968;-0.606451;-0.882948;-0.235142
969;-0.601815;-0.884988;-0.238533
970;-0.597159;-0.887011;-0.241922
971;-0.592482;-0.889017;-0.245307
972;-0.587785;-0.891007;-0.248690
973;-0.583069;-0.892979;-0.252069
974;-0.578332;-0.894934;-0.255446
975;-0.573576;-0.896873;-0.258819
976;-0.568801;-0.898794;-0.262189
977;-0.564007;-0.900698;-0.265556
978;-0.559193;-0.902585;-0.268920
979;-0.554360;-0.904455;-0.272280
980;-0.549509;-0.906308;-0.275637
981;-0.544639;-0.908143;-0.278991
982;-0.539751;-0.909961;-0.282341
983;-0.534844;-0.911762;-0.285688
984;-0.529919;-0.913545;-0.289032
985;-0.524977;-0.915311;-0.292372
986;-0.520016;-0.917060;-0.295708
987;-0.515038;-0.918791;-0.299041
988;-0.510043;-0.920505;-0.302370
989;-0.505030;-0.922201;-0.305695
990;-0.500000;-0.923880;-0.309017
991;-0.494953;-0.925541;-0.312335
992;-0.489890;-0.927184;-0.315649
993;-0.484810;-0.928810;-0.318959
994;-0.479713;-0.930418;-0.322266
995;-0.474600;-0.932008;-0.325568
996;-0.469472;-0.933580;-0.328867
997;-0.464327;-0.935135;-0.332161
998;-0.459166;-0.936672;-0.335452
999;-0.453990;-0.938191;-0.338738
1000;-0.448799;-0.939693;-0.342020
1001;-0.443593;-0.941176;-0.345298
1002;-0.438371;-0.942641;-0.348572
1003;-0.433135;-0.944089;-0.351842
1004;-0.427884;-0.945519;-0.355107
1005;-0.422618;-0.946930;-0.358368
1006;-0.417338;-0.948324;-0.361625
1007;-0.412045;-0.949699;-0.364877
1008;-0.406737;-0.951057;-0.368125
1009;-0.401415;-0.952396;-0.371368
1010;-0.396080;-0.953717;-0.374607
1011;-0.390731;-0.955020;-0.377841
1012;-0.385369;-0.956305;-0.381070
1013;-0.379994;-0.957571;-0.384295
1014;-0.374607;-0.958820;-0.387516
1015;-0.369206;-0.960050;-0.390731
1016;-0.363793;-0.961262;-0.393942
1017;-0.358368;-0.962455;-0.397148
1018;-0.352931;-0.963630;-0.400349
1019;-0.347481;-0.964787;-0.403545
1020;-0.342020;-0.965926;-0.406737
1021;-0.336547;-0.967046;-0.409923
1022;-0.331063;-0.968148;-0.413104
1023;-0.325568;-0.969231;-0.416281
1024;-0.320062;-0.970296;-0.419452
1025;-0.314545;-0.971342;-0.422618
1026;-0.309017;-0.972370;-0.425779
1027;-0.303479;-0.973379;-0.428935
1028;-0.297930;-0.974370;-0.432086
1029;-0.292372;-0.975342;-0.435231
1030;-0.286803;-0.976296;-0.438371
1031;-0.281225;-0.977231;-0.441506
1032;-0.275637;-0.978148;-0.444635
1033;-0.270040;-0.979045;-0.447759
1034;-0.264434;-0.979925;-0.450878
1035;-0.258819;-0.980785;-0.453990
1036;-0.253195;-0.981627;-0.457098
1037;-0.247563;-0.982450;-0.460200
1038;-0.241922;-0.983255;-0.463296
1039;-0.236273;-0.984041;-0.466387
1040;-0.230616;-0.984808;-0.469472
1041;-0.224951;-0.985556;-0.472551
1042;-0.219279;-0.986286;-0.475624
1043;-0.213599;-0.986996;-0.478692
1044;-0.207912;-0.987688;-0.481754
1045;-0.202218;-0.988362;-0.484810
1046;-0.196517;-0.989016;-0.487860
1047;-0.190809;-0.989651;-0.490904
1048;-0.185095;-0.990268;-0.493942
1049;-0.179375;-0.990866;-0.496974
1050;-0.173648;-0.991445;-0.500000
1051;-0.167916;-0.992005;-0.503020
1052;-0.162178;-0.992546;-0.506034
1053;-0.156434;-0.993068;-0.509041
1054;-0.150686;-0.993572;-0.512043
1055;-0.144932;-0.994056;-0.515038
1056;-0.139173;-0.994522;-0.518027
1057;-0.133410;-0.994969;-0.521010
1058;-0.127642;-0.995396;-0.523986
1059;-0.121869;-0.995805;-0.526956
1060;-0.116093;-0.996195;-0.529919
1061;-0.110313;-0.996566;-0.532876
1062;-0.104528;-0.996917;-0.535827
1063;-0.098741;-0.997250;-0.538771
1064;-0.092950;-0.997564;-0.541708
1065;-0.087156;-0.997859;-0.544639
1066;-0.081359;-0.998135;-0.547563
1067;-0.075559;-0.998392;-0.550481
1068;-0.069756;-0.998630;-0.553392
1069;-0.063952;-0.998848;-0.556296
1070;-0.058145;-0.999048;-0.559193
1071;-0.052336;-0.999229;-0.562083
1072;-0.046525;-0.999391;-0.564967
1073;-0.040713;-0.999534;-0.567844
1074;-0.034899;-0.999657;-0.570714
1075;-0.029085;-0.999762;-0.573576
1076;-0.023269;-0.999848;-0.576432
1077;-0.017452;-0.999914;-0.579281
1078;-0.011635;-0.999962;-0.582123
1079;-0.005818;-0.999990;-0.584958
1080;-0.000000;-1.000000;-0.587785
1081;0.005818;-0.999990;-0.590606
1082;0.011635;-0.999962;-0.593419
1083;0.017452;-0.999914;-0.596225
1084;0.023269;-0.999848;-0.599024
1085;0.029085;-0.999762;-0.601815
1086;0.034899;-0.999657;-0.604599
1087;0.040713;-0.999534;-0.607376
1088;0.046525;-0.999391;-0.610145
1089;0.052336;-0.999229;-0.612907
1090;0.058145;-0.999048;-0.615661
1091;0.063952;-0.998848;-0.618408
1092;0.069756;-0.998630;-0.621148
1093;0.075559;-0.998392;-0.623880
1094;0.081359;-0.998135;-0.626604
1095;0.087156;-0.997859;-0.629320
1096;0.092950;-0.997564;-0.632029
1097;0.098741;-0.997250;-0.634731
1098;0.104528;-0.996917;-0.637424
1099;0.110313;-0.996566;-0.640110
1100;0.116093;-0.996195;-0.642788
1101;0.121869;-0.995805;-0.645458
1102;0.127642;-0.995396;-0.648120
1103;0.133410;-0.994969;-0.650774
1104;0.139173;-0.994522;-0.653421
1105;0.144932;-0.994056;-0.656059
1106;0.150686;-0.993572;-0.658689
1107;0.156434;-0.993068;-0.661312
1108;0.162178;-0.992546;-0.663926
1109;0.167916;-0.992005;-0.666532
1110;0.173648;-0.991445;-0.669131
1111;0.179375;-0.990866;-0.671721
1112;0.185095;-0.990268;-0.674302
1113;0.190809;-0.989651;-0.676876
1114;0.196517;-0.989016;-0.679441
1115;0.202218;-0.988362;-0.681998
1116;0.207912;-0.987688;-0.684547
1117;0.213599;-0.986996;-0.687088
1118;0.219279;-0.986286;-0.689620
1119;0.224951;-0.985556;-0.692143
1120;0.230616;-0.984808;-0.694658
1121;0.236273;-0.984041;-0.697165
1122;0.241922;-0.983255;-0.699663
1123;0.247563;-0.982450;-0.702153
1124;0.253195;-0.981627;-0.704634
1125;0.258819;-0.980785;-0.707107
1126;0.264434;-0.979925;-0.709571
1127;0.270040;-0.979045;-0.712026
1128;0.275637;-0.978148;-0.714473
1129;0.281225;-0.977231;-0.716911
1130;0.286803;-0.976296;-0.719340
1131;0.292372;-0.975342;-0.721760
1132;0.297930;-0.974370;-0.724172
1133;0.303479;-0.973379;-0.726575
1134;0.309017;-0.972370;-0.728969
1135;0.314545;-0.971342;-0.731354
1136;0.320062;-0.970296;-0.733730
1137;0.325568;-0.969231;-0.736097
1138;0.331063;-0.968148;-0.738455
1139;0.336547;-0.967046;-0.740805
1140;0.342020;-0.965926;-0.743145
1141;0.347481;-0.964787;-0.745476
1142;0.352931;-0.963630;-0.747798
1143;0.358368;-0.962455;-0.750111
1144;0.363793;-0.961262;-0.752415
1145;0.369206;-0.960050;-0.754710
1146;0.374607;-0.958820;-0.756995
1147;0.379994;-0.957571;-0.759271
1148;0.385369;-0.956305;-0.761538
1149;0.390731;-0.955020;-0.763796
1150;0.396080;-0.953717;-0.766044
1151;0.401415;-0.952396;-0.768284
1152;0.406737;-0.951057;-0.770513
1153;0.412045;-0.949699;-0.772734
1154;0.417338;-0.948324;-0.774944
1155;0.422618;-0.946930;-0.777146
1156;0.427884;-0.945519;-0.779338
1157;0.433135;-0.944089;-0.781520
1158;0.438371;-0.942641;-0.783693
1159;0.443593;-0.941176;-0.785857
1160;0.448799;-0.939693;-0.788011
1161;0.453990;-0.938191;-0.790155
1162;0.459166;-0.936672;-0.792290
1163;0.464327;-0.935135;-0.794415
1164;0.469472;-0.933580;-0.796530
1165;0.474600;-0.932008;-0.798636
1166;0.479713;-0.930418;-0.800731
1167;0.484810;-0.928810;-0.802817
1168;0.489890;-0.927184;-0.804894
1169;0.494953;-0.925541;-0.806960
1170;0.500000;-0.923880;-0.809017
1171;0.505030;-0.922201;-0.811064
1172;0.510043;-0.920505;-0.813101
1173;0.515038;-0.918791;-0.815128
1174;0.520016;-0.917060;-0.817145
1175;0.524977;-0.915311;-0.819152
1176;0.529919;-0.913545;-0.821149
1177;0.534844;-0.911762;-0.823136
1178;0.539751;-0.909961;-0.825113
1179;0.544639;-0.908143;-0.827081
1180;0.549509;-0.906308;-0.829038
1181;0.554360;-0.904455;-0.830984
1182;0.559193;-0.902585;-0.832921
1183;0.564007;-0.900698;-0.834848
1184;0.568801;-0.898794;-0.836764
1185;0.573576;-0.896873;-0.838671
1186;0.578332;-0.894934;-0.840567
1187;0.583069;-0.892979;-0.842452
1188;0.587785;-0.891007;-0.844328
1189;0.592482;-0.889017;-0.846193
1190;0.597159;-0.887011;-0.848048
1191;0.601815;-0.884988;-0.849893
1192;0.606451;-0.882948;-0.851727
1193;0.611067;-0.880891;-0.853551
1194;0.615661;-0.878817;-0.855364
1195;0.620235;-0.876727;-0.857167
1196;0.624789;-0.874620;-0.858960
1197;0.629320;-0.872496;-0.860742
1198;0.633831;-0.870356;-0.862514
1199;0.638320;-0.868199;-0.864275
1200;0.642788;-0.866025;-0.866025
1201;0.647233;-0.863836;-0.867765
1202;0.651657;-0.861629;-0.869495
1203;0.656059;-0.859406;-0.871214
1204;0.660439;-0.857167;-0.872922
1205;0.664796;-0.854912;-0.874620
1206;0.669131;-0.852640;-0.876307
1207;0.673443;-0.850352;-0.877983
1208;0.677732;-0.848048;-0.879649
1209;0.681998;-0.845728;-0.881303
1210;0.686242;-0.843391;-0.882948
1211;0.690462;-0.841039;-0.884581
1212;0.694658;-0.838671;-0.886204
1213;0.698832;-0.836286;-0.887815
1214;0.702981;-0.833886;-0.889416
1215;0.707107;-0.831470;-0.891007
1216;0.711209;-0.829038;-0.892586
1217;0.715286;-0.826590;-0.894154
1218;0.719340;-0.824126;-0.895712
1219;0.723369;-0.821647;-0.897258
1220;0.727374;-0.819152;-0.898794
1221;0.731354;-0.816642;-0.900319
1222;0.735309;-0.814116;-0.901833
1223;0.739239;-0.811574;-0.903335
1224;0.743145;-0.809017;-0.904827
1225;0.747025;-0.806445;-0.906308
1226;0.750880;-0.803857;-0.907777
1227;0.754710;-0.801254;-0.909236
1228;0.758514;-0.798636;-0.910684
1229;0.762292;-0.796002;-0.912120
1230;0.766044;-0.793353;-0.913545
1231;0.769771;-0.790690;-0.914960
1232;0.773472;-0.788011;-0.916363
1233;0.777146;-0.785317;-0.917755
1234;0.780794;-0.782608;-0.919135
1235;0.784416;-0.779884;-0.920505
1236;0.788011;-0.777146;-0.921863
1237;0.791579;-0.774393;-0.923210
1238;0.795121;-0.771625;-0.924546
1239;0.798636;-0.768842;-0.925871
1240;0.802123;-0.766044;-0.927184
1241;0.805584;-0.763232;-0.928486
1242;0.809017;-0.760406;-0.929776
1243;0.812423;-0.757565;-0.931056
1244;0.815801;-0.754710;-0.932324
1245;0.819152;-0.751840;-0.933580
1246;0.822475;-0.748956;-0.934826
1247;0.825770;-0.746057;-0.936060
1248;0.829038;-0.743145;-0.937282
1249;0.832277;-0.740218;-0.938493
1250;0.835488;-0.737277;-0.939693
1251;0.838671;-0.734323;-0.940881
1252;0.841825;-0.731354;-0.942057
1253;0.844951;-0.728371;-0.943223
1254;0.848048;-0.725374;-0.944376
1255;0.851117;-0.722364;-0.945519
1256;0.854156;-0.719340;-0.946649
1257;0.857167;-0.716302;-0.947768
1258;0.860149;-0.713250;-0.948876
1259;0.863102;-0.710185;-0.949972
1260;0.866025;-0.707107;-0.951057
1261;0.868920;-0.704015;-0.952129
1262;0.871784;-0.700909;-0.953191
1263;0.874620;-0.697790;-0.954240
1264;0.877425;-0.694658;-0.955278
1265;0.880201;-0.691513;-0.956305
1266;0.882948;-0.688355;-0.957319
1267;0.885664;-0.685183;-0.958323
1268;0.888350;-0.681998;-0.959314
1269;0.891007;-0.678801;-0.960294
1270;0.893633;-0.675590;-0.961262
1271;0.896229;-0.672367;-0.962218
1272;0.898794;-0.669131;-0.963163
1273;0.901329;-0.665882;-0.964095
1274;0.903834;-0.662620;-0.965016
1275;0.906308;-0.659346;-0.965926
1276;0.908751;-0.656059;-0.966823
1277;0.911164;-0.652760;-0.967709
1278;0.913545;-0.649448;-0.968583
1279;0.915896;-0.646124;-0.969445
1280;0.918216;-0.642788;-0.970296
1281;0.920505;-0.639439;-0.971134
1282;0.922762;-0.636078;-0.971961
1283;0.924989;-0.632705;-0.972776
1284;0.927184;-0.629320;-0.973579
1285;0.929348;-0.625923;-0.974370
1286;0.931480;-0.622515;-0.975149
1287;0.933580;-0.619094;-0.975917
1288;0.935650;-0.615661;-0.976672
1289;0.937687;-0.612217;-0.977416
1290;0.939693;-0.608761;-0.978148
1291;0.941666;-0.605294;-0.978867
1292;0.943609;-0.601815;-0.979575
1293;0.945519;-0.598325;-0.980271
1294;0.947397;-0.594823;-0.980955
1295;0.949243;-0.591310;-0.981627
1296;0.951057;-0.587785;-0.982287
1297;0.952838;-0.584250;-0.982935
1298;0.954588;-0.580703;-0.983571
1299;0.956305;-0.577145;-0.984196
1300;0.957990;-0.573576;-0.984808
1301;0.959642;-0.569997;-0.985408
1302;0.961262;-0.566406;-0.985996
1303;0.962849;-0.562805;-0.986572
1304;0.964404;-0.559193;-0.987136
1305;0.965926;-0.555570;-0.987688
1306;0.967415;-0.551937;-0.988228
1307;0.968872;-0.548293;-0.988756
1308;0.970296;-0.544639;-0.989272
1309;0.971687;-0.540974;-0.989776
1310;0.973045;-0.537300;-0.990268
1311;0.974370;-0.533615;-0.990748
1312;0.975662;-0.529919;-0.991216
1313;0.976921;-0.526214;-0.991671
1314;0.978148;-0.522499;-0.992115
1315;0.979341;-0.518773;-0.992546
1316;0.980500;-0.515038;-0.992966
1317;0.981627;-0.511293;-0.993373
1318;0.982721;-0.507538;-0.993768
1319;0.983781;-0.503774;-0.994151
1320;0.984808;-0.500000;-0.994522
1321;0.985801;-0.496217;-0.994881
1322;0.986762;-0.492424;-0.995227
1323;0.987688;-0.488621;-0.995562
1324;0.988582;-0.484810;-0.995884
1325;0.989442;-0.480989;-0.996195
1326;0.990268;-0.477159;-0.996493
1327;0.991061;-0.473320;-0.996779
1328;0.991820;-0.469472;-0.997053
1329;0.992546;-0.465615;-0.997314
1330;0.993238;-0.461749;-0.997564
1331;0.993897;-0.457874;-0.997801
1332;0.994522;-0.453990;-0.998027
1333;0.995113;-0.450098;-0.998240
1334;0.995671;-0.446198;-0.998441
1335;0.996195;-0.442289;-0.998630
1336;0.996685;-0.438371;-0.998806
1337;0.997141;-0.434445;-0.998971
1338;0.997564;-0.430511;-0.999123
1339;0.997953;-0.426569;-0.999263
1340;0.998308;-0.422618;-0.999391
1341;0.998630;-0.418660;-0.999507
1342;0.998917;-0.414693;-0.999610
1343;0.999171;-0.410719;-0.999701
1344;0.999391;-0.406737;-0.999781
1345;0.999577;-0.402747;-0.999848
1346;0.999729;-0.398749;-0.999903
1347;0.999848;-0.394744;-0.999945
1348;0.999932;-0.390731;-0.999976
1349;0.999983;-0.386711;-0.999994
1350;1.000000;-0.382683;-1.000000
1351;0.999983;-0.378649;-0.999994
1352;0.999932;-0.374607;-0.999976
1353;0.999848;-0.370557;-0.999945
1354;0.999729;-0.366501;-0.999903
1355;0.999577;-0.362438;-0.999848
1356;0.999391;-0.358368;-0.999781
1357;0.999171;-0.354291;-0.999701
1358;0.998917;-0.350207;-0.999610
1359;0.998630;-0.346117;-0.999507
1360;0.998308;-0.342020;-0.999391
1361;0.997953;-0.337917;-0.999263
1362;0.997564;-0.333807;-0.999123
1363;0.997141;-0.329691;-0.998971
1364;0.996685;-0.325568;-0.998806
1365;0.996195;-0.321439;-0.998630
1366;0.995671;-0.317305;-0.998441
1367;0.995113;-0.313164;-0.998240
1368;0.994522;-0.309017;-0.998027
1369;0.993897;-0.304864;-0.997801
1370;0.993238;-0.300706;-0.997564
1371;0.992546;-0.296542;-0.997314
1372;0.991820;-0.292372;-0.997053
1373;0.991061;-0.288196;-0.996779
1374;0.990268;-0.284015;-0.996493
1375;0.989442;-0.279829;-0.996195
1376;0.988582;-0.275637;-0.995884
1377;0.987688;-0.271440;-0.995562
1378;0.986762;-0.267238;-0.995227
1379;0.985801;-0.263031;-0.994881
1380;0.984808;-0.258819;-0.994522
1381;0.983781;-0.254602;-0.994151
1382;0.982721;-0.250380;-0.993768
1383;0.981627;-0.246153;-0.993373
1384;0.980500;-0.241922;-0.992966
1385;0.979341;-0.237686;-0.992546
1386;0.978148;-0.233445;-0.992115
1387;0.976921;-0.229200;-0.991671
